Member_number,Recency,Frequency,Monetary,Cluster
KH2727,15.0,10.0,108.4,Potential Loyalists
KH2728,32.0,5.0,50.4,Potential Loyalists
KH2729,97.0,18.0,236.3,Loyal Customers
KH2730,50.0,11.0,107.11,Potential Loyalists
KH2731,263.0,4.0,18.0,Big Spenders
KH2732,272.0,10.0,68.9,Big Spenders
KH2733,161.0,6.0,29.3,Big Spenders
KH2734,275.0,3.0,29.14,Churned Customers
KH2735,212.0,2.0,7.4,Big Spenders
KH2736,4.0,23.0,267.4,Loyal Customers
KH2737,369.0,6.0,37.73,Churned Customers
KH2738,51.0,21.0,220.0,Loyal Customers
KH2739,102.0,4.0,37.2,Potential Loyalists
KH2740,181.0,4.0,53.8,Big Spenders
KH2741,93.0,12.0,61.5,Potential Loyalists
KH2742,81.0,9.0,49.85,Potential Loyalists
KH2743,142.0,17.0,312.46,Loyal Customers
KH2744,225.0,8.0,69.5,Big Spenders
KH2745,245.0,15.0,144.6,Big Spenders
KH2746,215.0,15.0,167.15,Big Spenders
KH2747,122.0,12.0,131.3,Loyal Customers
KH2748,637.0,2.0,20.4,One-time Shoppers
KH2749,191.0,7.0,65.1,Big Spenders
KH2750,107.0,8.0,62.95,Potential Loyalists
KH2751,330.0,12.0,104.77,Churned Customers
KH2752,81.0,2.0,24.7,Potential Loyalists
KH2753,113.0,8.0,48.2,Potential Loyalists
KH2754,242.0,10.0,82.1,Big Spenders
KH2755,227.0,15.0,160.3,Big Spenders
KH2756,37.0,10.0,97.9,Potential Loyalists
KH2757,14.0,10.0,127.8,Loyal Customers
KH2758,41.0,20.0,212.9,Loyal Customers
KH2759,156.0,2.0,8.0,Big Spenders
KH2760,144.0,23.0,135.4,Big Spenders
KH2761,249.0,15.0,99.18,Big Spenders
KH2762,12.0,9.0,82.35,Potential Loyalists
KH2763,320.0,10.0,53.54,Churned Customers
KH2764,2.0,13.0,92.75,Potential Loyalists
KH2765,30.0,12.0,156.25,Loyal Customers
KH2766,133.0,7.0,75.2,Big Spenders
KH2767,337.0,5.0,23.1,Churned Customers
KH2768,363.0,7.0,52.1,Churned Customers
KH2769,152.0,12.0,132.63,Big Spenders
KH2770,168.0,5.0,37.5,Big Spenders
KH2771,126.0,7.0,133.7,Loyal Customers
KH2772,26.0,16.0,237.2,Loyal Customers
KH2773,579.0,2.0,14.5,One-time Shoppers
KH2774,63.0,7.0,27.96,Potential Loyalists
KH2775,54.0,10.0,83.3,Potential Loyalists
KH2776,595.0,4.0,25.14,One-time Shoppers
KH2777,212.0,10.0,86.2,Big Spenders
KH2778,549.0,9.0,37.59,One-time Shoppers
KH2779,3.0,22.0,223.55,Loyal Customers
KH2780,80.0,6.0,66.2,Potential Loyalists
KH2781,212.0,13.0,88.5,Big Spenders
KH2782,204.0,9.0,70.7,Big Spenders
KH2783,274.0,2.0,7.8,Churned Customers
KH2784,47.0,13.0,133.95,Loyal Customers
KH2785,73.0,10.0,132.96,Loyal Customers
KH2786,280.0,7.0,71.3,Churned Customers
KH2787,189.0,16.0,155.6,Big Spenders
KH2788,118.0,9.0,36.6,Potential Loyalists
KH2789,212.0,23.0,209.6,Big Spenders
KH2790,0.0,8.0,80.5,Potential Loyalists
KH2791,404.0,2.0,38.1,Churned Customers
KH2792,67.0,15.0,92.9,Potential Loyalists
KH2794,92.0,18.0,236.4,Loyal Customers
KH2795,238.0,12.0,74.0,Big Spenders
KH2796,74.0,12.0,69.0,Potential Loyalists
KH2797,109.0,5.0,50.7,Potential Loyalists
KH2798,130.0,8.0,29.2,Big Spenders
KH2799,111.0,21.0,161.7,Loyal Customers
KH2800,89.0,13.0,78.15,Potential Loyalists
KH2801,446.0,8.0,22.35,Churned Customers
KH2802,380.0,8.0,59.2,Churned Customers
KH2803,430.0,11.0,96.62,Churned Customers
KH2804,346.0,9.0,71.6,Churned Customers
KH2805,122.0,11.0,77.85,Potential Loyalists
KH2806,633.0,10.0,98.5,One-time Shoppers
KH2807,180.0,11.0,63.2,Big Spenders
KH2808,239.0,6.0,14.8,Big Spenders
KH2809,264.0,6.0,69.35,Big Spenders
KH2810,0.0,17.0,171.4,Loyal Customers
KH2811,310.0,20.0,305.72,Churned Customers
KH2812,387.0,4.0,50.3,Churned Customers
KH2813,44.0,16.0,110.2,Potential Loyalists
KH2814,70.0,17.0,152.42,Loyal Customers
KH2815,111.0,8.0,101.8,Potential Loyalists
KH2816,80.0,24.0,116.3,Potential Loyalists
KH2817,8.0,10.0,98.8,Potential Loyalists
KH2818,38.0,6.0,45.8,Potential Loyalists
KH2820,401.0,2.0,24.2,Churned Customers
KH2822,12.0,4.0,23.48,Potential Loyalists
KH2823,439.0,5.0,63.3,Churned Customers
KH2824,23.0,9.0,64.2,Potential Loyalists
KH2825,1.0,10.0,129.9,Loyal Customers
KH2826,482.0,2.0,13.4,One-time Shoppers
KH2827,60.0,8.0,49.22,Potential Loyalists
KH2828,697.0,2.0,26.8,One-time Shoppers
KH2829,11.0,10.0,71.9,Potential Loyalists
KH2830,191.0,11.0,71.2,Big Spenders
KH2831,358.0,9.0,52.2,Churned Customers
KH2832,58.0,11.0,86.65,Potential Loyalists
KH2833,138.0,4.0,52.3,Big Spenders
KH2834,4.0,10.0,177.32,Loyal Customers
KH2835,82.0,19.0,148.52,Loyal Customers
KH2836,1.0,12.0,143.12,Loyal Customers
KH2837,102.0,11.0,56.45,Potential Loyalists
KH2838,50.0,7.0,49.8,Potential Loyalists
KH2839,60.0,8.0,180.3,Loyal Customers
KH2840,145.0,15.0,117.9,Big Spenders
KH2841,10.0,2.0,9.0,Potential Loyalists
KH2842,154.0,4.0,67.8,Big Spenders
KH2843,16.0,9.0,55.3,Potential Loyalists
KH2844,223.0,2.0,18.8,Big Spenders
KH2845,90.0,4.0,31.9,Potential Loyalists
KH2846,98.0,6.0,58.36,Potential Loyalists
KH2847,37.0,13.0,167.0,Loyal Customers
KH2848,45.0,4.0,21.4,Potential Loyalists
KH2849,36.0,11.0,133.35,Loyal Customers
KH2850,278.0,9.0,121.6,Churned Customers
KH2851,105.0,29.0,277.4,Loyal Customers
KH2852,205.0,2.0,19.5,Big Spenders
KH2853,408.0,5.0,26.9,Churned Customers
KH2854,325.0,11.0,144.02,Churned Customers
KH2855,52.0,23.0,215.0,Loyal Customers
KH2856,131.0,4.0,32.4,Big Spenders
KH2857,256.0,15.0,177.8,Big Spenders
KH2858,493.0,3.0,36.8,One-time Shoppers
KH2859,322.0,4.0,46.9,Churned Customers
KH2860,10.0,14.0,127.48,Potential Loyalists
KH2861,28.0,12.0,70.55,Potential Loyalists
KH2862,144.0,6.0,28.98,Big Spenders
KH2863,541.0,7.0,113.0,One-time Shoppers
KH2864,149.0,10.0,76.04,Big Spenders
KH2865,56.0,8.0,86.8,Potential Loyalists
KH2866,623.0,2.0,25.0,One-time Shoppers
KH2867,7.0,15.0,98.22,Potential Loyalists
KH2868,26.0,21.0,163.9,Loyal Customers
KH2869,20.0,14.0,117.1,Potential Loyalists
KH2870,66.0,13.0,228.6,Loyal Customers
KH2871,10.0,8.0,77.25,Potential Loyalists
KH2872,102.0,8.0,82.69,Potential Loyalists
KH2873,118.0,16.0,105.0,Potential Loyalists
KH2874,112.0,16.0,88.1,Potential Loyalists
KH2875,59.0,7.0,57.4,Potential Loyalists
KH2876,61.0,12.0,77.32,Potential Loyalists
KH2877,264.0,6.0,75.5,Big Spenders
KH2878,421.0,4.0,11.5,Churned Customers
KH2879,2.0,13.0,100.7,Potential Loyalists
KH2880,57.0,8.0,66.5,Potential Loyalists
KH2881,577.0,4.0,28.65,One-time Shoppers
KH2882,188.0,11.0,69.75,Big Spenders
KH2883,79.0,10.0,85.7,Potential Loyalists
KH2884,2.0,8.0,84.45,Potential Loyalists
KH2885,41.0,14.0,116.0,Potential Loyalists
KH2886,383.0,4.0,41.4,Churned Customers
KH2887,347.0,4.0,31.1,Churned Customers
KH2888,10.0,9.0,35.9,Potential Loyalists
KH2889,344.0,2.0,11.1,Churned Customers
KH2890,248.0,6.0,51.86,Big Spenders
KH2891,181.0,5.0,54.15,Big Spenders
KH2892,405.0,5.0,38.0,Churned Customers
KH2893,18.0,11.0,101.1,Potential Loyalists
KH2894,291.0,2.0,16.0,Churned Customers
KH2895,138.0,3.0,36.3,Big Spenders
KH2897,337.0,6.0,96.6,Churned Customers
KH2898,525.0,7.0,19.7,One-time Shoppers
KH2899,36.0,11.0,59.6,Potential Loyalists
KH2900,263.0,12.0,72.72,Big Spenders
KH2901,508.0,8.0,96.15,One-time Shoppers
KH2902,136.0,7.0,76.7,Big Spenders
KH2903,144.0,12.0,54.4,Big Spenders
KH2904,104.0,10.0,65.8,Potential Loyalists
KH2905,69.0,6.0,85.8,Potential Loyalists
KH2906,175.0,11.0,94.35,Big Spenders
KH2907,376.0,17.0,124.05,Churned Customers
KH2908,290.0,8.0,53.2,Churned Customers
KH2909,236.0,11.0,105.7,Big Spenders
KH2910,26.0,15.0,95.8,Potential Loyalists
KH2911,169.0,4.0,10.85,Big Spenders
KH2912,336.0,11.0,61.79,Churned Customers
KH2913,179.0,4.0,40.03,Big Spenders
KH2914,30.0,9.0,67.1,Potential Loyalists
KH2915,421.0,4.0,85.8,Churned Customers
KH2916,200.0,15.0,99.39,Big Spenders
KH2917,582.0,6.0,65.7,One-time Shoppers
KH2918,19.0,21.0,252.6,Loyal Customers
KH2919,183.0,4.0,32.5,Big Spenders
KH2920,80.0,11.0,60.3,Potential Loyalists
KH2921,398.0,9.0,70.4,Churned Customers
KH2922,4.0,6.0,46.7,Potential Loyalists
KH2923,423.0,5.0,67.6,Churned Customers
KH2924,41.0,11.0,63.16,Potential Loyalists
KH2925,19.0,16.0,111.8,Potential Loyalists
KH2926,52.0,7.0,34.15,Potential Loyalists
KH2927,330.0,10.0,60.36,Churned Customers
KH2928,99.0,9.0,164.0,Loyal Customers
KH2929,434.0,4.0,68.7,Churned Customers
KH2930,282.0,14.0,82.5,Churned Customers
KH2931,543.0,3.0,27.7,One-time Shoppers
KH2932,285.0,17.0,88.5,Churned Customers
KH2933,268.0,8.0,56.8,Big Spenders
KH2934,108.0,9.0,58.5,Potential Loyalists
KH2935,355.0,10.0,62.7,Churned Customers
KH2936,205.0,5.0,58.4,Big Spenders
KH2937,152.0,17.0,102.16,Big Spenders
KH2938,188.0,7.0,88.8,Big Spenders
KH2939,149.0,8.0,55.8,Big Spenders
KH2940,53.0,11.0,74.2,Potential Loyalists
KH2941,88.0,12.0,45.3,Potential Loyalists
KH2942,332.0,12.0,79.35,Churned Customers
KH2943,193.0,8.0,54.23,Big Spenders
KH2944,332.0,14.0,135.3,Churned Customers
KH2945,164.0,5.0,60.8,Big Spenders
KH2946,56.0,18.0,162.74,Loyal Customers
KH2947,167.0,7.0,93.1,Big Spenders
KH2948,194.0,10.0,80.24,Big Spenders
KH2949,577.0,5.0,40.26,One-time Shoppers
KH2950,81.0,15.0,125.34,Loyal Customers
KH2951,8.0,7.0,37.65,Potential Loyalists
KH2952,35.0,15.0,149.36,Loyal Customers
KH2953,360.0,3.0,14.6,Churned Customers
KH2954,208.0,7.0,29.5,Big Spenders
KH2955,207.0,15.0,69.4,Big Spenders
KH2956,28.0,11.0,60.8,Potential Loyalists
KH2957,33.0,19.0,153.56,Loyal Customers
KH2958,199.0,10.0,76.4,Big Spenders
KH2960,11.0,26.0,242.84,Loyal Customers
KH2961,44.0,20.0,153.36,Loyal Customers
KH2962,248.0,9.0,43.45,Big Spenders
KH2963,582.0,4.0,13.2,One-time Shoppers
KH2964,141.0,12.0,140.2,Big Spenders
KH2965,571.0,6.0,59.45,One-time Shoppers
KH2966,399.0,6.0,31.7,Churned Customers
KH2967,327.0,6.0,38.65,Churned Customers
KH2968,74.0,2.0,12.64,Potential Loyalists
KH2969,22.0,8.0,73.7,Potential Loyalists
KH2970,0.0,7.0,33.6,Potential Loyalists
KH2971,337.0,7.0,91.62,Churned Customers
KH2972,223.0,10.0,87.9,Big Spenders
KH2973,382.0,12.0,81.6,Churned Customers
KH2974,4.0,9.0,77.7,Potential Loyalists
KH2975,67.0,13.0,89.4,Potential Loyalists
KH2976,211.0,5.0,28.21,Big Spenders
KH2977,44.0,12.0,71.5,Potential Loyalists
KH2978,35.0,19.0,133.3,Loyal Customers
KH2979,143.0,10.0,76.85,Big Spenders
KH2980,247.0,7.0,70.96,Big Spenders
KH2981,27.0,9.0,43.8,Potential Loyalists
KH2982,188.0,12.0,95.9,Big Spenders
KH2983,110.0,4.0,66.0,Potential Loyalists
KH2984,309.0,11.0,49.4,Churned Customers
KH2985,215.0,6.0,21.5,Big Spenders
KH2986,225.0,17.0,95.1,Big Spenders
KH2987,623.0,2.0,20.6,One-time Shoppers
KH2988,77.0,2.0,10.2,Potential Loyalists
KH2989,334.0,12.0,84.7,Churned Customers
KH2990,140.0,24.0,303.61,Loyal Customers
KH2991,317.0,12.0,111.78,Churned Customers
KH2992,51.0,3.0,15.6,Potential Loyalists
KH2993,239.0,15.0,296.96,Loyal Customers
KH2994,536.0,6.0,58.7,One-time Shoppers
KH2995,315.0,5.0,35.59,Churned Customers
KH2996,95.0,14.0,187.8,Loyal Customers
KH2997,0.0,16.0,144.87,Loyal Customers
KH2998,169.0,5.0,18.6,Big Spenders
KH2999,149.0,8.0,76.3,Big Spenders
KH3000,495.0,2.0,15.4,One-time Shoppers
KH3001,6.0,4.0,25.2,Potential Loyalists
KH3002,139.0,17.0,141.6,Loyal Customers
KH3003,601.0,6.0,46.04,One-time Shoppers
KH3004,323.0,4.0,30.35,Churned Customers
KH3005,171.0,11.0,99.1,Big Spenders
KH3006,3.0,7.0,59.3,Potential Loyalists
KH3007,393.0,4.0,10.7,Churned Customers
KH3008,539.0,5.0,27.3,One-time Shoppers
KH3009,138.0,14.0,78.1,Big Spenders
KH3010,138.0,11.0,65.44,Big Spenders
KH3011,191.0,11.0,45.7,Big Spenders
KH3012,101.0,6.0,27.9,Potential Loyalists
KH3013,131.0,13.0,82.3,Big Spenders
KH3014,49.0,17.0,256.0,Loyal Customers
KH3015,81.0,10.0,79.3,Potential Loyalists
KH3016,29.0,7.0,40.0,Potential Loyalists
KH3017,93.0,6.0,70.8,Potential Loyalists
KH3018,186.0,6.0,28.8,Big Spenders
KH3019,11.0,5.0,31.4,Potential Loyalists
KH3020,125.0,8.0,61.3,Big Spenders
KH3021,334.0,10.0,58.3,Churned Customers
KH3022,45.0,9.0,96.4,Potential Loyalists
KH3023,155.0,9.0,68.8,Big Spenders
KH3024,372.0,5.0,54.2,Churned Customers
KH3025,72.0,11.0,131.0,Loyal Customers
KH3026,340.0,15.0,54.85,Churned Customers
KH3027,106.0,9.0,74.9,Potential Loyalists
KH3028,204.0,15.0,178.2,Big Spenders
KH3029,213.0,6.0,89.36,Big Spenders
KH3030,381.0,10.0,101.4,Churned Customers
KH3031,12.0,15.0,187.8,Loyal Customers
KH3032,208.0,4.0,24.55,Big Spenders
KH3033,461.0,8.0,75.0,One-time Shoppers
KH3034,222.0,10.0,73.5,Big Spenders
KH3035,31.0,13.0,74.9,Potential Loyalists
KH3036,103.0,17.0,85.94,Potential Loyalists
KH3037,310.0,5.0,21.1,Churned Customers
KH3038,353.0,12.0,76.3,Churned Customers
KH3039,32.0,10.0,40.95,Potential Loyalists
KH3040,445.0,4.0,54.4,Churned Customers
KH3041,106.0,14.0,123.49,Loyal Customers
KH3042,3.0,22.0,123.1,Potential Loyalists
KH3043,359.0,2.0,41.4,Churned Customers
KH3044,92.0,19.0,120.62,Loyal Customers
KH3045,279.0,11.0,143.15,Big Spenders
KH3046,42.0,23.0,163.8,Loyal Customers
KH3047,114.0,5.0,28.3,Potential Loyalists
KH3048,20.0,19.0,234.0,Loyal Customers
KH3049,328.0,4.0,82.9,Churned Customers
KH3050,15.0,33.0,222.7,Loyal Customers
KH3051,31.0,15.0,105.6,Potential Loyalists
KH3052,179.0,5.0,22.05,Big Spenders
KH3053,5.0,9.0,82.2,Potential Loyalists
KH3054,185.0,18.0,123.6,Big Spenders
KH3055,134.0,7.0,59.4,Big Spenders
KH3056,137.0,4.0,33.4,Big Spenders
KH3057,532.0,5.0,35.1,One-time Shoppers
KH3058,156.0,8.0,72.4,Big Spenders
KH3059,382.0,9.0,86.54,Churned Customers
KH3060,178.0,7.0,45.4,Big Spenders
KH3061,25.0,8.0,42.35,Potential Loyalists
KH3062,151.0,11.0,98.82,Big Spenders
KH3063,2.0,10.0,78.2,Potential Loyalists
KH3064,362.0,4.0,16.4,Churned Customers
KH3065,367.0,7.0,46.95,Churned Customers
KH3066,24.0,12.0,72.0,Potential Loyalists
KH3067,33.0,10.0,118.08,Potential Loyalists
KH3068,194.0,7.0,54.1,Big Spenders
KH3069,265.0,6.0,30.8,Big Spenders
KH3071,200.0,15.0,143.85,Big Spenders
KH3072,205.0,17.0,144.65,Big Spenders
KH3073,347.0,5.0,30.0,Churned Customers
KH3074,261.0,5.0,40.14,Big Spenders
KH3075,76.0,6.0,40.2,Potential Loyalists
KH3076,22.0,4.0,45.7,Potential Loyalists
KH3077,121.0,17.0,148.01,Loyal Customers
KH3078,120.0,5.0,27.3,Potential Loyalists
KH3079,295.0,9.0,85.1,Churned Customers
KH3080,683.0,2.0,7.85,One-time Shoppers
KH3081,463.0,15.0,128.03,Churned Customers
KH3082,96.0,26.0,156.15,Loyal Customers
KH3083,467.0,10.0,92.95,One-time Shoppers
KH3084,65.0,14.0,84.5,Potential Loyalists
KH3085,172.0,4.0,36.2,Big Spenders
KH3086,270.0,12.0,61.74,Big Spenders
KH3087,368.0,6.0,18.4,Churned Customers
KH3088,27.0,8.0,62.8,Potential Loyalists
KH3089,74.0,11.0,94.5,Potential Loyalists
KH3090,56.0,22.0,145.22,Loyal Customers
KH3092,6.0,6.0,39.0,Potential Loyalists
KH3093,292.0,2.0,7.32,Churned Customers
KH3094,85.0,17.0,105.45,Potential Loyalists
KH3095,78.0,16.0,114.0,Potential Loyalists
KH3096,130.0,7.0,48.3,Big Spenders
KH3097,142.0,2.0,12.4,Big Spenders
KH3098,117.0,4.0,11.4,Potential Loyalists
KH3099,165.0,12.0,97.6,Big Spenders
KH3100,221.0,12.0,95.1,Big Spenders
KH3101,13.0,14.0,144.1,Loyal Customers
KH3102,26.0,8.0,139.22,Loyal Customers
KH3103,385.0,4.0,13.8,Churned Customers
KH3104,209.0,18.0,92.15,Big Spenders
KH3105,627.0,2.0,14.2,One-time Shoppers
KH3106,598.0,8.0,75.54,One-time Shoppers
KH3107,44.0,14.0,101.7,Potential Loyalists
KH3108,645.0,4.0,13.85,One-time Shoppers
KH3109,184.0,9.0,92.4,Big Spenders
KH3110,525.0,6.0,58.4,One-time Shoppers
KH3111,7.0,16.0,113.7,Potential Loyalists
KH3112,225.0,8.0,48.2,Big Spenders
KH3113,195.0,12.0,114.1,Big Spenders
KH3115,427.0,16.0,185.54,Churned Customers
KH3116,385.0,14.0,141.4,Churned Customers
KH3117,91.0,12.0,95.5,Potential Loyalists
KH3118,1.0,7.0,41.0,Potential Loyalists
KH3119,185.0,17.0,196.8,Big Spenders
KH3120,7.0,24.0,243.5,Loyal Customers
KH3122,60.0,24.0,117.42,Potential Loyalists
KH3123,380.0,9.0,65.1,Churned Customers
KH3124,265.0,3.0,5.7,Big Spenders
KH3125,451.0,4.0,45.8,Churned Customers
KH3126,393.0,2.0,8.5,Churned Customers
KH3127,392.0,10.0,74.8,Churned Customers
KH3128,122.0,17.0,129.8,Loyal Customers
KH3129,522.0,6.0,69.65,One-time Shoppers
KH3130,242.0,6.0,17.5,Big Spenders
KH3131,392.0,4.0,33.2,Churned Customers
KH3132,123.0,10.0,75.4,Potential Loyalists
KH3133,5.0,8.0,107.8,Potential Loyalists
KH3134,206.0,2.0,9.4,Big Spenders
KH3135,157.0,6.0,34.22,Big Spenders
KH3136,611.0,2.0,7.9,One-time Shoppers
KH3137,128.0,19.0,123.5,Big Spenders
KH3138,255.0,13.0,89.9,Big Spenders
KH3139,253.0,16.0,113.66,Big Spenders
KH3140,125.0,12.0,100.13,Big Spenders
KH3141,44.0,17.0,117.4,Potential Loyalists
KH3142,485.0,11.0,42.8,One-time Shoppers
KH3143,220.0,6.0,37.9,Big Spenders
KH3144,136.0,13.0,132.52,Big Spenders
KH3145,44.0,8.0,61.4,Potential Loyalists
KH3146,551.0,4.0,21.8,One-time Shoppers
KH3147,6.0,5.0,30.75,Potential Loyalists
KH3148,277.0,11.0,153.16,Big Spenders
KH3149,704.0,3.0,79.5,One-time Shoppers
KH3150,506.0,6.0,38.59,One-time Shoppers
KH3151,96.0,6.0,45.45,Potential Loyalists
KH3152,36.0,4.0,31.5,Potential Loyalists
KH3153,83.0,16.0,96.2,Potential Loyalists
KH3154,191.0,11.0,84.12,Big Spenders
KH3155,464.0,2.0,20.0,One-time Shoppers
KH3156,150.0,6.0,51.0,Big Spenders
KH3157,448.0,7.0,59.52,Churned Customers
KH3158,452.0,9.0,80.4,Churned Customers
KH3159,333.0,7.0,45.44,Churned Customers
KH3160,238.0,10.0,118.26,Big Spenders
KH3161,52.0,9.0,83.7,Potential Loyalists
KH3162,207.0,2.0,2.6,Big Spenders
KH3163,366.0,4.0,12.1,Churned Customers
KH3164,91.0,21.0,203.76,Loyal Customers
KH3165,33.0,18.0,177.1,Loyal Customers
KH3166,246.0,14.0,131.8,Big Spenders
KH3167,56.0,7.0,85.7,Potential Loyalists
KH3168,14.0,12.0,67.0,Potential Loyalists
KH3169,181.0,6.0,43.2,Big Spenders
KH3170,27.0,12.0,137.4,Loyal Customers
KH3171,439.0,3.0,81.8,Churned Customers
KH3172,304.0,7.0,31.0,Churned Customers
KH3173,158.0,2.0,14.6,Big Spenders
KH3174,324.0,4.0,11.8,Churned Customers
KH3175,37.0,14.0,146.2,Loyal Customers
KH3176,151.0,13.0,100.1,Big Spenders
KH3177,438.0,4.0,28.6,Churned Customers
KH3178,22.0,12.0,47.1,Potential Loyalists
KH3179,284.0,2.0,10.5,Churned Customers
KH3180,72.0,36.0,251.45,Loyal Customers
KH3181,17.0,14.0,131.7,Loyal Customers
KH3182,76.0,14.0,162.9,Loyal Customers
KH3183,145.0,7.0,66.1,Big Spenders
KH3184,40.0,14.0,85.2,Potential Loyalists
KH3185,303.0,11.0,89.9,Churned Customers
KH3186,35.0,10.0,132.8,Loyal Customers
KH3188,24.0,6.0,30.59,Potential Loyalists
KH3189,37.0,17.0,117.04,Potential Loyalists
KH3190,39.0,12.0,107.46,Potential Loyalists
KH3191,0.0,5.0,44.09,Potential Loyalists
KH3193,333.0,13.0,90.6,Churned Customers
KH3194,241.0,14.0,145.8,Big Spenders
KH3195,175.0,6.0,46.7,Big Spenders
KH3196,56.0,5.0,30.44,Potential Loyalists
KH3197,669.0,3.0,19.8,One-time Shoppers
KH3198,190.0,5.0,51.0,Big Spenders
KH3199,6.0,2.0,33.9,Potential Loyalists
KH3200,273.0,8.0,116.9,Big Spenders
KH3201,33.0,17.0,212.4,Loyal Customers
KH3202,46.0,7.0,56.4,Potential Loyalists
KH3203,145.0,12.0,111.2,Big Spenders
KH3204,236.0,11.0,113.62,Big Spenders
KH3205,19.0,13.0,92.6,Potential Loyalists
KH3206,78.0,12.0,115.91,Potential Loyalists
KH3207,34.0,15.0,147.2,Loyal Customers
KH3208,40.0,14.0,73.0,Potential Loyalists
KH3209,2.0,11.0,49.4,Potential Loyalists
KH3210,7.0,8.0,75.9,Potential Loyalists
KH3211,91.0,4.0,33.0,Potential Loyalists
KH3212,256.0,4.0,45.9,Big Spenders
KH3213,376.0,7.0,70.79,Churned Customers
KH3214,8.0,15.0,104.8,Potential Loyalists
KH3215,162.0,10.0,96.64,Big Spenders
KH3216,321.0,4.0,12.0,Churned Customers
KH3217,285.0,6.0,43.6,Churned Customers
KH3218,567.0,5.0,36.1,One-time Shoppers
KH3219,148.0,7.0,60.54,Big Spenders
KH3220,53.0,12.0,60.7,Potential Loyalists
KH3221,184.0,23.0,227.2,Loyal Customers
KH3222,147.0,10.0,68.22,Big Spenders
KH3223,511.0,3.0,75.6,One-time Shoppers
KH3224,291.0,10.0,112.76,Churned Customers
KH3225,18.0,18.0,211.7,Loyal Customers
KH3226,431.0,8.0,104.2,Churned Customers
KH3227,30.0,15.0,78.66,Potential Loyalists
KH3228,338.0,8.0,97.8,Churned Customers
KH3229,145.0,12.0,100.8,Big Spenders
KH3230,350.0,2.0,19.6,Churned Customers
KH3231,274.0,5.0,26.0,Churned Customers
KH3232,12.0,16.0,128.45,Loyal Customers
KH3233,430.0,2.0,39.5,Churned Customers
KH3234,136.0,2.0,17.1,Big Spenders
KH3235,2.0,7.0,50.6,Potential Loyalists
KH3236,179.0,10.0,79.2,Big Spenders
KH3237,185.0,13.0,76.5,Big Spenders
KH3238,545.0,8.0,24.0,One-time Shoppers
KH3239,33.0,2.0,5.9,Potential Loyalists
KH3240,363.0,4.0,11.4,Churned Customers
KH3241,101.0,9.0,77.6,Potential Loyalists
KH3242,221.0,8.0,33.1,Big Spenders
KH3243,727.0,2.0,8.9,One-time Shoppers
KH3244,40.0,6.0,27.9,Potential Loyalists
KH3245,22.0,18.0,271.8,Loyal Customers
KH3246,125.0,22.0,221.4,Loyal Customers
KH3247,59.0,24.0,165.9,Loyal Customers
KH3248,194.0,21.0,205.44,Big Spenders
KH3249,373.0,4.0,52.35,Churned Customers
KH3250,262.0,5.0,42.1,Big Spenders
KH3251,4.0,21.0,248.12,Loyal Customers
KH3252,130.0,12.0,60.0,Big Spenders
KH3253,193.0,4.0,51.9,Big Spenders
KH3254,72.0,10.0,73.92,Potential Loyalists
KH3255,55.0,17.0,71.1,Potential Loyalists
KH3256,153.0,9.0,65.3,Big Spenders
KH3257,320.0,11.0,57.25,Churned Customers
KH3258,224.0,13.0,130.34,Big Spenders
KH3259,119.0,9.0,49.92,Potential Loyalists
KH3260,28.0,8.0,80.2,Potential Loyalists
KH3262,22.0,16.0,96.4,Potential Loyalists
KH3263,531.0,7.0,47.3,One-time Shoppers
KH3264,269.0,10.0,49.35,Big Spenders
KH3265,21.0,7.0,55.5,Potential Loyalists
KH3266,66.0,22.0,143.55,Loyal Customers
KH3267,346.0,9.0,50.2,Churned Customers
KH3268,54.0,16.0,132.27,Loyal Customers
KH3269,84.0,5.0,26.1,Potential Loyalists
KH3270,229.0,2.0,6.9,Big Spenders
KH3271,3.0,7.0,72.2,Potential Loyalists
KH3272,192.0,4.0,16.65,Big Spenders
KH3273,95.0,9.0,81.4,Potential Loyalists
KH3275,65.0,8.0,109.0,Potential Loyalists
KH3276,183.0,15.0,151.8,Big Spenders
KH3277,425.0,7.0,68.6,Churned Customers
KH3278,396.0,4.0,38.2,Churned Customers
KH3279,399.0,7.0,55.69,Churned Customers
KH3280,170.0,6.0,77.8,Big Spenders
KH3281,66.0,6.0,103.7,Potential Loyalists
KH3282,191.0,11.0,86.83,Big Spenders
KH3283,181.0,9.0,46.4,Big Spenders
KH3284,41.0,16.0,130.2,Loyal Customers
KH3285,171.0,7.0,69.3,Big Spenders
KH3286,7.0,4.0,21.6,Potential Loyalists
KH3287,331.0,13.0,150.45,Churned Customers
KH3288,248.0,6.0,25.4,Big Spenders
KH3289,4.0,29.0,334.15,Loyal Customers
KH3290,215.0,2.0,10.9,Big Spenders
KH3291,150.0,4.0,39.9,Big Spenders
KH3292,108.0,6.0,136.2,Loyal Customers
KH3293,235.0,7.0,25.3,Big Spenders
KH3294,180.0,13.0,127.05,Big Spenders
KH3295,155.0,10.0,85.63,Big Spenders
KH3296,135.0,14.0,119.5,Big Spenders
KH3297,223.0,12.0,124.7,Big Spenders
KH3298,218.0,10.0,122.7,Big Spenders
KH3299,305.0,11.0,166.1,Churned Customers
KH3300,85.0,11.0,117.95,Potential Loyalists
